Country.FuelCode,CountryCode,FuelType,Year,PrimaryEnergyInputToPower.ktoe,PowerOutput.GWh,PrimaryEnergyInputToPower.MWy,PowerOutput.MWy,Capacity.MW,CapacityFactor,ThermalEfficiency,AvailabilityFactor,LCOE.TotalCalc.USD_kWh,LCOE.Var.USD_kWh,VarOpex.USD_kWh,LCOE.Fixed.USD_kWh,CapEx.USD_kW
che.nuc,CHE,nuc,2018,6680,25513,8862.650613,2912.442922,3333,0.873820259,0.328619851,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
che.wnd,CHE,wnd,2018,10,122,13.26744104,13.92694064,75.2,0.185198679,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
che.sol,CHE,sol,2018,167,1944,221.5662653,221.9178082,1905.8,0.116443388,1,0,0.077021936,0,0,0.077021936,967.0967742
che.hyd,CHE,hyd,2018,3008,34983,3990.846264,3993.493151,17046,0.234277435,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333
che.ore,CHE,ore,2018,1168,2771,1549.637113,316.3242009,0,0.400171531,0.20412792,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
che.bio,CHE,bio,2018,151,311,200.3383597,35.50228311,361.4779224,0.09821425,0.177211609,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
chl.coa,CHL,coa,2018,6673,29867,8853.363405,3409.474886,4804.7061,0.709611538,0.385105042,0.9,0.101877357,0.053431645,0.003,0.048445711,3050
chl.nga,CHL,nga,2018,2167,13084,2875.054473,1493.607306,4596.2315,0.324963463,0.519505742,0.9,0.071730641,0.050844128,0.0025,0.020886513,1040
chl.oil,CHL,oil,2018,397,1287,526.7174092,146.9178082,4541.3083,0.032351428,0.27893099,0,0.188070568,0.120453488,0.005,0.06761708,2330
chl.nuc,CHL,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
chl.wnd,CHL,wnd,2018,309,3588,409.9639281,409.5890411,1530.1602,0.267677228,0.999085561,0,0.058822578,0,0,0.058822578,1810
chl.sol,CHL,sol,2018,449,5218,595.7081026,595.6621005,2273.8836,0.261958044,0.999922777,0,0.058022357,0,0,0.058022357,1050
chl.hyd,CHL,hyd,2018,2009,23367,2665.428905,2667.465753,6692.1611,0.398595568,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
chl.ore,CHL,ore,2018,271,282,359.5476521,32.19178082,24.40342466,0.438888889,0.089534115,0,0.131203136,0.000622222,0.000622222,0.130580914,4768.888889
chl.bio,CHL,bio,2018,4453,5621,5907.991494,641.6666667,1500.3275,0.4276844,0.108609951,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
chn.coa,CHN,coa,2018,1141316,4772856,1514234.274,544846.5753,1117607,0.487511778,0.359816565,0.9,0.073951729,0.058257637,0.0032,0.015694092,570
chn.nga,CHN,nga,2018,47822,223968,63447.55653,25567.12329,46973,0.544294026,0.402964664,0.9,0.08358258,0.061598004,0.005,0.021984576,450
chn.oil,CHN,oil,2018,2641,10750,3503.931178,1227.16895,15000,0.081811263,0.350226328,0,0.188070568,0.120453488,0.005,0.06761708,2330
chn.nuc,CHN,nuc,2018,76865,295000,101980.1855,33675.79909,44660,0.754048345,0.330219041,0,0.052068219,0.0066,0.0066,0.045468219,2560
chn.wnd,CHN,wnd,2018,31453,365800,41730.0823,41757.99087,184270,0.226613072,1,0,0.051902689,0.0074,0.0074,0.044502689,1070
chn.sol,CHN,sol,2018,15289,177200,20284.5906,20228.3105,174330,0.116034592,0.997225475,0,0.053493613,0,0,0.053493613,680
chn.hyd,CHN,hyd,2018,103113,1199200,136804.5648,136894.9772,352590,0.388255416,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
chn.ore,CHN,ore,2018,4726,13562,6270.192635,1548.173516,26,0.372222222,0.24691004,0,0.123570713,0.005555556,0.005555556,0.118015158,4028.888889
chn.bio,CHN,bio,2018,31153,90565,41332.05907,10338.47032,11871.10331,0.870893804,0.250131993,0,0.065086169,3.91E-02,1.21E-02,0.025961561,1360
civ.coa,CIV,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
civ.nga,CIV,nga,2018,1395,7026,1850.808025,802.0547945,1182,0.678557356,0.433353856,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
civ.oil,CIV,oil,2018,3,10,3.980232311,1.141552511,100,0.011415525,0.286805498,0,0.188070568,0.120453488,0.005,0.06761708,2330
civ.nuc,CIV,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
civ.wnd,CIV,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
civ.sol,CIV,sol,2018,0,0,0,0,8,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742
civ.hyd,CIV,hyd,2018,255,2962,338.3197465,338.1278539,879,0.384673326,0.999432807,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
civ.ore,CIV,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
civ.bio,CIV,bio,2018,50,61,66.33720519,6.96347032,120,0.058028919,0.104970812,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
cmr.coa,CMR,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,5.17E-02,4.04E-03,0.042621987,1793.75
cmr.nga,CMR,nga,2018,642,2341,851.7697146,267.2374429,352,0.759197281,0.313743772,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
cmr.oil,CMR,oil,2018,345,1203,457.7267158,137.3287671,368,0.373175998,0.300023491,0,0.188070568,1.20E-01,5.00E-03,0.06761708,2330
cmr.nuc,CMR,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
cmr.wnd,CMR,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
cmr.sol,CMR,sol,2018,2,19,2.653488208,2.168949772,14,0.154924984,0.81739567,0,0.077021936,0,0,0.077021936,967.0967742
cmr.hyd,CMR,hyd,2018,432,5023,573.1534528,573.4018265,732,0.783335829,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
cmr.ore,CMR,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
cmr.bio,CMR,bio,2018,9,40,11.94069693,4.566210046,10,0.456621005,0.382407331,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
cod.coa,COD,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
cod.nga,COD,nga,2018,0,2,0,0.228310502,0.201986301,0.605238095,0.444415819,0.9,0.074743479,5.05E-02,3.24E-03,0.024247542,944.2857143
cod.oil,COD,oil,2018,2,5,2.653488208,0.570776256,160,0.45,0.215104124,0,0.188070568,0.120453488,0.005,0.06761708,2330
cod.nuc,COD,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
cod.wnd,COD,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
cod.sol,COD,sol,2018,1,10,1.326744104,1.141552511,19,0.060081711,0.860416495,0,0.077021936,0,0,0.077021936,967.0967742
cod.hyd,COD,hyd,2018,906,10538,1202.030158,1202.968037,2765,0.435069814,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
cod.ore,COD,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
cod.bio,COD,bio,2018,99,27,131.3476663,3.082191781,2.291267123,0.771818182,0.023465904,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
cog.coa,COG,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
cog.nga,COG,nga,2018,517,2155,685.9267017,246.0045662,350,0.702870189,0.35864556,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
cog.oil,COG,oil,2018,39,114,51.74302005,13.01369863,36,0.361491629,0.25150636,0,0.188070568,1.20E-01,5.00E-03,0.06761708,2330
cog.nuc,COG,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
cog.wnd,COG,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
cog.sol,COG,sol,2018,0,1,0,0.114155251,65.75342466,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742
cog.hyd,COG,hyd,2018,107,1239,141.9616191,141.4383562,214,0.660926898,0.996314053,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
cog.ore,COG,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
cog.bio,COG,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
col.coa,COL,coa,2018,1097,4545,1455.438282,518.8356164,1657,0.313117451,0.356480672,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
col.nga,COL,nga,2018,2709,11622,3594.149777,1326.712329,1797.4,0.738128591,0.369131063,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
col.oil,COL,oil,2018,647,2341,858.4034352,267.2374429,1548,0.172634007,0.311319168,0,0.188070568,0.120453488,0.005,0.06761708,2330
col.nuc,COL,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,3.93E-03,3.93E-03,0.170074358,7644.444444
col.wnd,COL,wnd,2018,4,43,5.306976415,4.908675799,18.4,0.266775859,0.924947732,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
col.sol,COL,sol,2018,2,21,2.653488208,2.397260274,84.9,0.028236281,0.90343732,0,0.077021936,0,0,0.077021936,967.0967742
col.hyd,COL,hyd,2018,5153,59932,6836.712367,6841.552511,11877.6,0.576004623,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
col.ore,COL,ore,2018,2,4,2.653488208,0.456621005,0,0.400171531,0.172083299,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
col.bio,COL,bio,2018,370,1454,490.8953184,165.9817352,450,0.3688483,0.338120428,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
cri.coa,CRI,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
cri.nga,CRI,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
cri.oil,CRI,oil,2018,33,159,43.78255543,18.15068493,571.7,0.031748618,0.414564311,0,0.188070568,0.120453488,0.005,0.06761708,2330
cri.nuc,CRI,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
cri.wnd,CRI,wnd,2018,155,1799,205.6453361,205.3652968,477.8,0.429814351,0.998638241,0,0.067947992,2.91E-03,2.91E-03,0.065037278,1655.357143
cri.sol,CRI,sol,2018,5,56,6.633720519,6.392694064,5.4,0.177419355,0.963666474,0,0.077021936,0,0,0.077021936,967.0967742
cri.hyd,CRI,hyd,2018,717,8343,951.2755224,952.3972603,2373,0.401347349,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
cri.ore,CRI,ore,2018,833,969,1105.177838,110.6164384,206.9,0.534637208,0.100089266,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
cri.bio,CRI,bio,2018,29,173,38.47557901,19.74885845,56.7,0.348304382,0.513282944,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
cub.coa,CUB,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
cub.nga,CUB,nga,2018,567,2637,752.2639069,301.0273973,580,0.519012754,0.400161957,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
cub.oil,CUB,oil,2018,2777,17443,3684.368376,1991.210046,5678,0.350688631,0.540448143,0,0.188070568,0.120453488,0.005,0.06761708,2330
cub.nuc,CUB,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
cub.wnd,CUB,wnd,2018,2,21,2.653488208,2.397260274,12,0.199771689,0.90343732,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
cub.sol,CUB,sol,2018,13,147,17.24767335,16.78082192,96,0.174800228,0.972932498,0,0.077021936,0.00E+00,0.00E+00,0.077021936,967.0967742
cub.hyd,CUB,hyd,2018,13,146,17.24767335,16.66666667,64,0.260416667,0.96631391,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
cub.ore,CUB,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
cub.bio,CUB,bio,2018,363,444,481.6081097,50.68493151,200,0.253424658,0.105241026,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
cyp.coa,CYP,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
cyp.nga,CYP,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
cyp.oil,CYP,oil,2018,1020,4583,1353.278986,523.173516,1508,0.34693204,0.386596941,0,0.188070568,0.120453488,0.005,0.06761708,2330
cyp.nuc,CYP,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
cyp.wnd,CYP,wnd,2018,19,221,25.20813797,25.2283105,157.5,0.160179749,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
cyp.sol,CYP,sol,2018,17,199,22.55464976,22.71689498,113.1,0.20085672,1,0,0.077021936,0,0,0.077021936,967.0967742
cyp.hyd,CYP,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333
cyp.ore,CYP,ore,2018,8,57,10.61395283,6.506849315,0,0.400171531,0.613046753,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
cyp.bio,CYP,bio,2018,0,0,0,0,10,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
cze.coa,CZE,coa,2018,11718,43571,15546.78741,4973.858447,10598.8,0.469285056,0.319928376,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
cze.nga,CZE,nga,2018,785,3750,1041.494121,428.0821918,1796,0.238353113,0.411026988,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
cze.oil,CZE,oil,2018,40,108,53.06976415,12.32876712,123,0.100233879,0.232312454,0,0.188070568,0.120453488,0.005,0.06761708,2330
cze.nuc,CZE,nuc,2018,7817,29921,10371.15866,3415.639269,3930,0.869119407,0.329340181,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
cze.wnd,CZE,wnd,2018,52,609,68.9906934,69.52054795,316.2,0.21986258,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
cze.sol,CZE,sol,2018,203,2359,269.3290531,269.2922374,2056.8,0.13092777,0.999863306,0,0.077021936,0,0,0.077021936,967.0967742
cze.hyd,CZE,hyd,2018,140,1629,185.7441745,185.9589041,2264.2,0.08213007,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
cze.ore,CZE,ore,2018,567,2788,752.2639069,318.2648402,10.08858447,0.400171531,0.423076047,0,0.149953131,2.56E-03,2.56E-03,0.147390433,4610.524834
cze.bio,CZE,bio,2018,618,2121,819.9278562,242.1232877,832,0.291013567,0.295298282,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
deu.coa,DEU,coa,2018,53099,238974,70448.78517,27280.13699,51848.5,0.526150939,0.387233604,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
deu.nga,DEU,nga,2018,15496,83425,20559.22663,9523.401826,26914.975,0.353832832,0.463217902,0.9,0.071514257,0.046372559,0.0034,0.025141698,1020
deu.oil,DEU,oil,2018,1036,5186,1374.506892,592.0091324,2878.625,0.205656913,0.430706558,0,0.188070568,0.120453488,0.005,0.06761708,2330
deu.nuc,DEU,nuc,2018,19804,76005,26274.84023,8676.369863,10799,0.803441973,0.330215894,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
deu.wnd,DEU,wnd,2018,9454,109951,12543.03876,12551.48402,58908,0.213069261,1,0,0.059771497,0.0057,0.0057,0.054071497,1670
deu.sol,DEU,sol,2018,3937,45784,5223.391537,5226.484018,45277,0.115433532,1,0,0.06413729,0,0,0.06413729,770
deu.hyd,DEU,hyd,2018,1545,17974,2049.81964,2051.826484,11120,0.18451677,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
deu.ore,DEU,ore,2018,10715,47297,14216.06307,5399.200913,208.7797945,0.358888889,0.379795791,0,0.13591237,0.004422222,0.004422222,0.131490148,4488.888889
deu.bio,DEU,bio,2018,2954,10827,3919.202083,1235.958904,10961,0.112759685,0.31535983,0,0.167742993,1.06E-01,7.96E-03,0.062020405,2988.181818
dnk.coa,DNK,coa,2018,1490,6570,1976.848715,750,3063.57,0.244812425,0.379391703,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
dnk.nga,DNK,nga,2018,461,2072,611.6290319,236.5296804,3437,0.068818644,0.386720819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
dnk.oil,DNK,oil,2018,69,265,91.54534316,30.25114155,1171,0.025833597,0.330449813,0,0.188070568,0.120453488,0.005,0.06761708,2330
dnk.nuc,DNK,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
dnk.wnd,DNK,wnd,2018,1195,13899,1585.459204,1586.643836,6131,0.258790383,1,0,0.062151216,0.0057,0.0057,0.056451216,1790
dnk.sol,DNK,sol,2018,82,953,108.7930165,108.7899543,1002,0.108572809,0.999971853,0,0.077021936,0,0,0.077021936,967.0967742
dnk.hyd,DNK,hyd,2018,1,15,1.326744104,1.712328767,9,0.190258752,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
dnk.ore,DNK,ore,2018,931,2185,1235.198761,249.4292237,0,0.401362007,0.201934483,0,0.146088614,0.004422222,0.004422222,0.141666392,4700.286738
dnk.bio,DNK,bio,2018,1412,4418,1873.362675,504.3378995,2063.511,0.244407662,0.269215303,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
dom.coa,DOM,coa,2018,601,2285,797.3732064,260.8447489,433.6,0.601579218,0.327130065,0.9,0.094309193,5.17E-02,4.04E-03,0.042621987,1793.75
dom.nga,DOM,nga,2018,906,4737,1202.030158,540.7534247,1606.5,0.336603439,0.44986677,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
dom.oil,DOM,oil,2018,2019,9912,2678.696346,1131.506849,1760.05,0.642883355,0.422409524,0,0.188070568,0.120453488,0.005,0.06761708,2330
dom.nuc,DOM,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
dom.wnd,DOM,wnd,2018,43,497,57.04999646,56.73515982,97.8,0.580114109,0.994481391,0,0.086850645,0,0,0.086850645,2200
dom.sol,DOM,sol,2018,20,230,26.53488208,26.25570776,166,0.158166914,0.989478969,0,0.095774271,0,0,0.095774271,1150
dom.hyd,DOM,hyd,2018,153,1780,202.9918479,203.196347,628.7,0.323200806,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
dom.ore,DOM,ore,2018,0,0,0,0,0,0.422222222,1,0,0.175056456,0.000622222,0.000622222,0.174434234,5095.555556
dom.bio,DOM,bio,2018,80,209,106.1395283,23.85844749,23.23115297,0.771818182,0.224783809,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
dza.coa,DZA,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
dza.nga,DZA,nga,2018,16149,75502,21425.59053,8618.949772,20041.5,0.430055124,0.402273616,0.9,0.074743479,5.05E-02,3.24E-03,0.024247542,944.2857143
dza.oil,DZA,oil,2018,228,378,302.4976557,43.15068493,690.5,0.062491941,0.142647998,0,0.188070568,0.120453488,0.005,0.06761708,2330
dza.nuc,DZA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
dza.wnd,DZA,wnd,2018,1,11,1.326744104,1.255707763,10,0.125570776,0.946458144,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
dza.sol,DZA,sol,2018,56,655,74.29766981,74.7716895,435,0.171888941,1,0,0.077021936,0,0,0.077021936,967.0967742
dza.hyd,DZA,hyd,2018,10,117,13.26744104,13.35616438,276,0.0483919,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
dza.ore,DZA,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
dza.bio,DZA,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
ecu.coa,ECU,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
ecu.nga,ECU,nga,2018,428,1529,567.8464764,174.543379,677,0.257818876,0.307377762,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
ecu.oil,ECU,oil,2018,1513,6479,2007.363829,739.6118721,2718.15,0.272101198,0.368449337,0,0.188070568,1.20E-01,5.00E-03,0.06761708,2330
ecu.nuc,ECU,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
ecu.wnd,ECU,wnd,2018,7,80,9.287208727,9.132420091,21.15,0.431792912,0.983333137,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
ecu.sol,ECU,sol,2018,3,38,3.980232311,4.337899543,27.63,0.156999622,1,0,0.098214947,0,0,0.098214947,1130
ecu.hyd,ECU,hyd,2018,1778,20678,2358.951017,2360.502283,5066.4,0.46591313,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
ecu.ore,ECU,ore,2018,22,46,29.18837028,5.251141553,0,0.394365079,0.179905267,0,0.164081806,0.002562698,0.002562698,0.161519107,4719.126984
ecu.bio,ECU,bio,2018,65,382,86.23836675,43.60730594,151.56,0.287723053,0.505660155,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
egy.coa,EGY,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
egy.nga,EGY,nga,2018,31780,155164,42163.92762,17712.78539,46598,0.380119005,0.420093345,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
egy.oil,EGY,oil,2018,6020,23103,7986.999505,2637.328767,4926,0.535389518,0.330202696,0,0.188070568,0.120453488,0.005,0.06761708,2330
egy.nuc,EGY,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,3.93E-03,3.93E-03,0.170074358,7644.444444
egy.wnd,EGY,wnd,2018,203,2360,269.3290531,269.4063927,1125,0.239472349,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
egy.sol,EGY,sol,2018,47,543,62.35697288,61.98630137,771,0.080397278,0.994055653,0,0.077021936,0,0,0.077021936,967.0967742
egy.hyd,EGY,hyd,2018,1109,12899,1471.359211,1472.488584,2832,0.519946534,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
egy.ore,EGY,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
egy.bio,EGY,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
eri.coa,ERI,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
eri.nga,ERI,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
eri.oil,ERI,oil,2018,123,451,163.1895248,51.48401826,159,0.323798857,0.315486048,0,0.188070568,0.120453488,0.005,0.06761708,2330
eri.nuc,ERI,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
eri.wnd,ERI,wnd,2018,0,2,0,0.228310502,1,0.228310502,1,0,0.067947992,2.91E-03,2.91E-03,0.065037278,1655.357143
eri.sol,ERI,sol,2018,4,43,5.306976415,4.908675799,10,0.49086758,0.924947732,0,0.077021936,0,0,0.077021936,967.0967742
eri.hyd,ERI,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333
eri.ore,ERI,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
eri.bio,ERI,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
esp.coa,ESP,coa,2018,9207,38716,12215.33296,4419.634703,10374.285,0.426018246,0.361810416,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
esp.nga,ESP,nga,2018,8979,58004,11912.83531,6621.461187,32486.06,0.203824692,0.555825798,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
esp.oil,ESP,oil,2018,2948,14498,3911.241618,1655.022831,4224.03,0.391811334,0.423145127,0,0.188070568,0.120453488,0.005,0.06761708,2330
esp.nuc,ESP,nuc,2018,14530,55766,19277.59183,6365.981735,7121,0.893973,0.330227022,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
esp.wnd,ESP,wnd,2018,4376,50896,5805.832198,5810.045662,23545.3905,0.246759367,1,0,0.054764969,0,0,0.054764969,1510
esp.sol,ESP,sol,2018,2589,12744,3434.940485,1454.794521,7015.6479,0.207364244,0.423528305,0,0.046315343,0.00E+00,0.00E+00,0.046315343,820
esp.hyd,ESP,hyd,2018,2952,34334,3916.548594,3919.406393,20386.6512,0.192253566,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
esp.ore,ESP,ore,2018,776,2710,1029.553425,309.3607306,15.75342466,0.395555556,0.300480503,0,0.120693387,0.000622222,0.000622222,0.120071165,4415.555556
esp.bio,ESP,bio,2018,1210,4221,1605.360366,481.8493151,1455,0.331167914,0.30015025,0,0.163422697,0.109600641,0.0022,0.053822056,2480
est.coa,EST,coa,2018,221,753,293.2104469,85.95890411,1090.011358,0.078860558,0.293164534,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
est.nga,EST,nga,2018,13,58,17.24767335,6.621004566,867.5,0.605238095,0.383878128,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
est.oil,EST,oil,2018,2325,9463,3084.680041,1080.251142,615,0.45,0.350198765,0,0.188070568,0.120453488,0.005,0.06761708,2330
est.nuc,EST,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
est.wnd,EST,wnd,2018,55,636,72.97092571,72.60273973,311,0.233449324,0.994954347,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
